0.405813	0.363121
0.358678	0.401247
0.398944	0.368525
0.397443	0.369677
0.392812	0.373381
0.393697	0.372689
0.363209	0.397472
0.399597	0.368001
0.379283	0.384250
0.376767	0.386336
0.365180	0.395795
0.364027	0.396772
0.403634	0.364847
0.402864	0.365451
0.364504	0.396409
0.380018	0.383686
0.361291	0.399054
0.384609	0.379967
0.375964	0.386948
0.375374	0.387453
0.371908	0.390328
0.374584	0.388111
0.401103	0.366821
0.370962	0.391088
0.369689	0.392116
0.400430	0.367353
0.394431	0.372099
0.373046	0.389338
0.373551	0.388954
0.395991	0.370880
0.381568	0.382451
0.360630	0.399665
0.391996	0.374028
0.396927	0.370111
0.380470	0.383325
0.395205	0.371464
0.369237	0.392504
0.361971	0.398481
0.372618	0.389702
0.384168	0.380391
0.383191	0.381091
0.387260	0.377848
0.367704	0.393758
0.390645	0.375173
0.386153	0.378719
0.378571	0.384843
0.385248	0.379464
0.377504	0.385994
0.360425	0.399771
0.395625	0.371160
0.404851	0.363841
0.362543	0.398045
0.386808	0.378198
0.382829	0.381382
0.381991	0.382119
0.359057	0.400930
0.359855	0.400260
0.361680	0.398707
0.368161	0.393375
0.359397	0.400683
0.388221	0.377073
0.370923	0.391105
0.381091	0.382832
0.385756	0.379074
0.370279	0.391624
0.387681	0.377506
0.365908	0.395261
0.378050	0.385272
0.372288	0.389997
0.389649	0.375953
0.405453	0.363397
0.366703	0.394569
0.390149	0.375576
0.404059	0.364489
0.396531	0.370414
0.366453	0.394777
0.373968	0.388603
0.383634	0.380763
0.365798	0.395336
0.367147	0.394226
0.375683	0.387246
0.404432	0.364225
0.382517	0.381706
0.394826	0.371829
0.401597	0.366431
0.370189	0.391714
0.405169	0.363630
0.362490	0.398075
0.377841	0.385477
0.368879	0.392771
0.391432	0.374506
0.387899	0.377308
0.402412	0.365786
0.368380	0.393195
0.391049	0.374822
0.401707	0.366372
0.400586	0.367187
0.389315	0.376155
0.382261	0.381859
0.368721	0.392962
