0.406007	0.362957
0.358318	0.401563
0.398944	0.368525
0.397443	0.369677
0.392812	0.373381
0.399597	0.368001
0.393697	0.372689
0.360425	0.399780
0.363209	0.397472
0.400556	0.367235
0.376767	0.386336
0.365180	0.395795
0.364027	0.396772
0.361291	0.399054
0.384609	0.379967
0.362490	0.398075
0.391996	0.374028
0.374584	0.388111
0.386808	0.378198
0.381568	0.382452
0.364504	0.396409
0.380018	0.383686
0.385367	0.379349
0.375964	0.386961
0.394431	0.372099
0.372618	0.389702
0.375374	0.387453
0.377504	0.385994
0.369860	0.392261
0.371908	0.390328
0.401597	0.366434
0.401103	0.366821
0.369237	0.392504
0.389649	0.375953
0.370962	0.391088
0.390149	0.375603
0.384168	0.380391
0.391608	0.374400
0.389121	0.376366
0.391049	0.374822
0.396531	0.370414
0.382261	0.381859
0.390645	0.375173
0.373046	0.389338
0.383634	0.380763
0.395991	0.370880
0.373551	0.388954
0.396927	0.370111
0.388221	0.377073
0.404851	0.363841
0.367704	0.393758
0.368721	0.392962
0.387681	0.377506
0.402864	0.365451
0.386030	0.378804
0.366453	0.394777
0.395205	0.371464
0.378562	0.384903
0.361971	0.398481
0.404256	0.364332
0.383191	0.381091
0.394826	0.371829
0.379283	0.384250
0.395625	0.371160
0.372018	0.390260
0.377841	0.385477
0.382829	0.381382
0.378050	0.385272
0.359057	0.400937
0.402142	0.365997
0.359737	0.400359
0.402312	0.365871
0.359397	0.400683
0.361680	0.398709
0.366703	0.394576
0.368161	0.393375
0.370923	0.391122
0.381091	0.382832
0.370279	0.391624
0.365798	0.395336
0.404059	0.364489
0.365908	0.395261
0.367147	0.394226
0.370275	0.391657
0.375683	0.387266
0.374167	0.388451
0.385756	0.379074
0.382517	0.381706
0.405169	0.363630
0.367335	0.394093
0.387260	0.377848
0.405453	0.363397
0.380886	0.382982
0.368380	0.393195
0.403634	0.364847
0.380470	0.383325
0.388642	0.376698
0.358678	0.401247
0.373968	0.388608
0.388607	0.376792
0.303844	0.448891
0.385248	0.379464
0.370395	0.410934
0.378447	0.421234
0.368879	0.392771
0.374426	0.388297
0.365815	0.395317
0.386901	0.378144
0.404068	0.419974
0.359728	0.400382
0.377676	0.385848
0.358146	0.401711
0.397443	0.373545
0.360425	0.399771
0.383811	0.415959
0.359855	0.400260
0.386001	0.411436
0.400586	0.367187
0.372288	0.389997
0.381991	0.382119
0.384609	0.385697
0.366453	0.399877
0.392812	0.373399
0.375683	0.387246
0.389988	0.375666
0.376974	0.401238
0.371908	0.390338
0.303953	0.448829
0.385756	0.425307
0.404256	0.364345
0.376915	0.388316
0.390001	0.375689
0.390888	0.374930
0.368322	0.413230
0.361601	0.402511
0.383858	0.380631
0.382161	0.402517
0.402412	0.365786
0.391432	0.374506
0.404432	0.364225
0.380852	0.383042
0.358353	0.401502
0.390149	0.375576
0.393697	0.372712
0.378571	0.384843
0.355357	0.424792
0.367704	0.403619
0.370923	0.391105
0.380470	0.383328
0.401597	0.366431
0.367147	0.394240
0.400556	0.367219
0.390652	0.394740
0.362482	0.417645
0.381091	0.382833
0.381568	0.382451
0.386153	0.378719
0.398158	0.381087
0.405169	0.378596
0.373551	0.399033
0.401597	0.366448
0.375964	0.386948
0.368515	0.404748
0.394637	0.371942
0.387899	0.377308
0.363809	0.403881
0.378050	0.385285
0.358678	0.407111
0.377385	0.414825
0.401222	0.366960
0.370189	0.391714
0.367420	0.394025
0.395269	0.377858
0.391931	0.374085
0.378486	0.384955
0.396607	0.370362
0.368161	0.398413
0.395991	0.378228
0.361971	0.433287
0.396927	0.386232
0.405813	0.363121
0.359057	0.400930
0.402132	0.366009
0.358688	0.411165
0.371855	0.405977
0.362543	0.398045
0.361680	0.398707
0.391049	0.374824
0.401707	0.366372
0.376288	0.393058
0.366509	0.394735
0.388836	0.376544
0.405453	0.369266
0.373968	0.388603
0.369689	0.392116
0.360630	0.399665
0.389315	0.376155
0.400430	0.367353
0.372618	0.389709
0.366703	0.394569
