276.217217	299.632086
282.834110	299.566222
283.499360	299.920780
270.838070	299.870268
305.972493	299.849896
275.294321	262.792211
326.719159	298.858336
270.798772	299.355653
316.360012	246.364486
283.295238	272.110673
272.583696	295.177360
323.241988	161.250196
306.079105	250.495797
220.368582	262.206463
274.812861	228.390759
207.739044	263.036182
289.062721	299.762121
297.924423	299.689497
271.376035	244.260818
275.309542	231.558194
269.923659	286.828723
304.474921	201.131662
299.855929	230.261428
196.867972	264.928946
301.186330	299.813043
274.500302	296.450634
327.176375	283.523841
299.557830	295.914541
266.476521	251.030657
319.724051	267.105579
317.670544	299.765258
271.214777	294.837466
307.736255	299.720017
303.507342	255.236226
299.838736	299.753745
340.510092	220.527037
324.054571	297.657724
287.309612	299.749856
323.585666	299.101678
315.953704	299.543896
271.557688	299.697092
321.849125	164.821556
302.555806	192.169586
280.802279	299.963105
324.502578	280.087172
270.650360	289.078838
323.309867	299.439446
372.707126	239.152395
272.078016	236.582414
343.921810	187.540471
424.649513	292.488611
276.016106	259.777537
269.687951	299.816185
270.786799	298.712712
312.544181	298.598959
270.231686	272.988215
303.622230	298.361173
343.496316	280.158673
301.805384	299.885219
288.302603	204.370561
308.732750	290.899830
306.543250	299.891970
322.923711	296.011463
308.107842	299.882933
292.544713	299.821435
278.592362	299.917117
268.662310	299.752442
278.274654	278.081840
297.787281	257.783338
288.211439	248.871507
313.522689	223.460401
271.942124	299.769349
270.580708	299.372279
261.725308	212.184608
305.219814	215.655849
279.559356	273.072623
276.199140	170.929985
270.930294	299.798219
300.489815	248.081263
193.701057	268.228092
173.561364	280.828888
315.525002	281.349602
269.690115	291.740800
196.593778	284.825026
300.917381	296.524748
327.174745	299.393321
322.221599	273.932440
322.104544	179.780481
318.802960	276.882798
333.228283	292.999721
309.367602	299.886087
272.018319	258.373766
296.908654	299.938719
195.251069	284.267739
300.178116	294.946193
293.877687	299.665028
323.967401	296.716427
284.145524	264.237918
323.469010	293.216290
187.259260	282.375872
